Tuesday,23 January 1951,5:47:00 am,
Wednesday,21 February 1951,10:12:12 pm,
Friday,23 March 1951,11:49:48 am,[/]
Saturday,21 April 1951,10:29:54 pm,
Monday,21 May 1951,6:44:42 am,
Tuesday,19 June 1951,1:35:54 pm,
Wednesday,18 July 1951,8:17:24 pm,
Friday,17 August 1951,3:59:24 am,[/]
Saturday,15 September 1951,1:38:24 pm,[/]
Monday,15 October 1951,1:50:54 am,
Tuesday,13 November 1951,4:52:06 pm,
Thursday,13 December 1951,10:30:24 am,
Saturday,12 January 1952,5:55:00 am,
Monday,11 February 1952,1:28:12 am,[*]
Tuesday,11 March 1952,7:13:54 pm,
Thursday,10 April 1952,9:53:12 am,
Friday,9 May 1952,9:15:48 pm,
Sunday,8 June 1952,6:06:54 am,
Monday,7 July 1952,1:33:30 pm,
Tuesday,5 August 1952,8:40:00 pm,[*]
Thursday,4 September 1952,4:19:18 am,
Friday,3 October 1952,1:15:12 pm,
Sunday,2 November 1952,12:09:42 am,
Monday,1 December 1952,1:41:24 pm,
Wednesday,31 December 1952,6:05:36 am,
Friday,30 January 1953,12:44:12 am,[**]
Saturday,28 February 1953,7:58:42 pm,
Monday,30 March 1953,1:54:54 pm,
Wednesday,29 April 1953,5:20:24 am,
Thursday,28 May 1953,6:02:54 pm,
Saturday,27 June 1953,4:29:18 am,
Sunday,26 July 1953,1:20:36 pm,[**]
Monday,24 August 1953,9:20:42 pm,
Wednesday,23 September 1953,5:15:36 am,
Thursday,22 October 1953,1:55:42 pm,
Saturday,21 November 1953,12:12:06 am,
Sunday,20 December 1953,12:43:30 pm,
Tuesday,19 January 1954,3:36:48 am,[**]
Wednesday,17 February 1954,8:17:18 pm,
Friday,19 March 1954,1:42:24 pm,
Sunday,18 April 1954,6:48:30 am,
Monday,17 May 1954,10:46:54 pm,
Wednesday,16 June 1954,1:05:42 pm,
Friday,16 July 1954,1:29:00 am,[*]
Saturday,14 August 1954,12:03:00 pm,
Sunday,12 September 1954,9:19:24 pm,
Tuesday,12 October 1954,6:09:48 am,
Wednesday,10 November 1954,3:29:06 pm,
Friday,10 December 1954,1:56:36 am,
Saturday,8 January 1955,1:44:06 pm,[/]
Monday,7 February 1955,2:42:42 am,
Tuesday,8 March 1955,4:41:12 pm,
Thursday,7 April 1955,7:34:48 am,
Friday,6 May 1955,11:14:00 pm,
Sunday,5 June 1955,3:08:24 pm,[/]
Tuesday,5 July 1955,6:28:36 am,
Wednesday,3 August 1955,8:30:06 pm,
Friday,2 September 1955,8:59:18 am,
Saturday,1 October 1955,8:17:24 pm,
Monday,31 October 1955,7:03:48 am,
Tuesday,29 November 1955,5:49:48 pm,[*]
Thursday,29 December 1955,4:43:54 am,
Friday,27 January 1956,3:40:18 pm,
Sunday,26 February 1956,2:41:36 am,
Monday,26 March 1956,2:11:06 pm,
Wednesday,25 April 1956,2:40:30 am,
Thursday,24 May 1956,4:25:48 pm,[*]
Saturday,23 June 1956,7:13:30 am,
Sunday,22 July 1956,10:29:00 pm,
Tuesday,21 August 1956,1:37:48 pm,
Thursday,20 September 1956,4:19:24 am,
Friday,19 October 1956,6:24:36 pm,
Sunday,18 November 1956,7:44:36 am,[**]
Monday,17 December 1956,8:06:18 pm,
Wednesday,16 January 1957,7:21:24 am,
Thursday,14 February 1957,5:37:48 pm,
Saturday,16 March 1957,3:21:48 am,
Sunday,14 April 1957,1:09:18 pm,
Monday,13 May 1957,11:34:18 pm,[**]
Wednesday,12 June 1957,11:01:54 am,
Thursday,11 July 1957,11:49:42 pm,
Saturday,10 August 1957,2:08:12 pm,
Monday,9 September 1957,5:55:06 am,
Tuesday,8 October 1957,10:42:12 pm,
Thursday,7 November 1957,3:32:00 pm,[**]
Saturday,7 December 1957,7:15:54 am,
Sunday,5 January 1958,9:08:48 pm,
Tuesday,4 February 1958,9:05:30 am,
Wednesday,5 March 1958,7:27:54 pm,
Friday,4 April 1958,4:44:48 am,[/]
Saturday,3 May 1958,1:23:18 pm,[*]
Sunday,1 June 1958,9:55:06 pm,
Tuesday,1 July 1958,7:04:30 am,
Wednesday,30 July 1958,5:46:48 pm,[+]
Friday,29 August 1958,6:53:24 am,
Saturday,27 September 1958,10:43:42 pm,
Monday,27 October 1958,4:41:00 pm,[/]
Wednesday,26 November 1958,11:16:42 am,
Friday,26 December 1958,4:54:06 am,
Saturday,24 January 1959,8:32:30 pm,
Monday,23 February 1959,9:53:48 am,
Tuesday,24 March 1959,9:02:24 pm,[*]
Thursday,23 April 1959,6:13:18 am,
Friday,22 May 1959,1:55:48 pm,
Saturday,20 June 1959,8:59:42 pm,
Monday,20 July 1959,4:33:12 am,
Tuesday,18 August 1959,1:50:30 pm,
Thursday,17 September 1959,1:51:36 am,[/]
Friday,16 October 1959,4:58:30 pm,
Sunday,15 November 1959,10:41:48 am,
Tuesday,15 December 1959,5:48:48 am,
Thursday,14 January 1960,12:50:36 am,
Friday,12 February 1960,6:23:54 pm,
Sunday,13 March 1960,9:25:48 am,[**]
Monday,11 April 1960,9:27:18 pm,
Wednesday,11 May 1960,6:42:18 am,
Thursday,9 June 1960,2:01:48 pm,
Friday,8 July 1960,8:36:36 pm,
Sunday,7 August 1960,3:40:54 am,
Monday,5 September 1960,12:18:42 pm,[**]
Tuesday,4 October 1960,11:16:06 pm,
Thursday,3 November 1960,12:57:36 pm,
Saturday,3 December 1960,5:24:24 am,
Monday,2 January 1961,12:05:54 am,
Tuesday,31 January 1961,7:46:42 pm,
Thursday,2 March 1961,2:34:36 pm,[*]
Saturday,1 April 1961,6:47:06 am,
Sunday,30 April 1961,7:40:30 pm,[+]
Tuesday,30 May 1961,5:37:00 am,
Wednesday,28 June 1961,1:37:30 pm,
Thursday,27 July 1961,8:50:06 pm,
Saturday,26 August 1961,4:13:18 am,[*]
Sunday,24 September 1961,12:33:24 pm,
Monday,23 October 1961,10:30:30 pm,
Wednesday,22 November 1961,10:43:42 am,
Friday,22 December 1961,1:41:48 am,
Saturday,20 January 1962,7:16:18 pm,
Monday,19 February 1962,2:17:54 pm,[/]
Wednesday,21 March 1962,8:55:24 am,
Friday,20 April 1962,1:33:18 am,
Saturday,19 May 1962,3:31:48 pm,
Monday,18 June 1962,3:02:12 am,
Tuesday,17 July 1962,12:40:30 pm,[/]
Wednesday,15 August 1962,9:09:12 pm,[/]
Friday,14 September 1962,5:11:18 am,
Saturday,13 October 1962,1:32:54 pm,
Sunday,11 November 1962,11:03:24 pm,
Tuesday,11 December 1962,10:27:24 am,
Thursday,10 January 1963,12:08:06 am,[/]
Friday,8 February 1963,3:51:36 pm,
Sunday,10 March 1963,8:48:36 am,
Tuesday,9 April 1963,1:56:42 am,
Wednesday,8 May 1963,6:23:12 pm,
Friday,7 June 1963,9:30:36 am,
Saturday,6 July 1963,10:55:24 pm,[*]
Monday,5 August 1963,10:30:48 am,
Tuesday,3 September 1963,8:33:30 pm,
Thursday,3 October 1963,5:43:54 am,
Friday,1 November 1963,2:55:12 pm,
Sunday,1 December 1963,12:54:00 am,
Monday,30 December 1963,12:03:48 pm,[**][+]
Wednesday,29 January 1964,12:22:42 am,
Thursday,27 February 1964,1:39:12 pm,
Saturday,28 March 1964,3:48:18 am,
Sunday,26 April 1964,6:49:30 pm,
Tuesday,26 May 1964,10:28:48 am,
Thursday,25 June 1964,2:08:00 am,[**]
Friday,24 July 1964,4:57:48 pm,
Sunday,23 August 1964,6:24:54 am,
Monday,21 September 1964,6:30:42 pm,
Wednesday,21 October 1964,5:45:00 am,
Thursday,19 November 1964,4:42:42 pm,
Saturday,19 December 1964,3:41:12 am,[**]
Sunday,17 January 1965,2:37:18 pm,
Tuesday,16 February 1965,1:26:36 am,
Wednesday,17 March 1965,12:23:48 pm,
Friday,16 April 1965,12:02:06 am,
Saturday,15 May 1965,12:51:54 pm,
Monday,14 June 1965,2:59:18 am,[*]
Tuesday,13 July 1965,6:01:24 pm,
Thursday,12 August 1965,9:22:06 am,
Saturday,11 September 1965,12:31:54 am,
Sunday,10 October 1965,3:13:36 pm,
Tuesday,9 November 1965,5:15:12 am,
Wednesday,8 December 1965,6:21:06 pm,[/]
Friday,7 January 1966,6:16:06 am,
Saturday,5 February 1966,4:57:54 pm,
Monday,7 March 1966,2:45:12 am,
Tuesday,5 April 1966,12:13:06 pm,
Wednesday,4 May 1966,10:00:30 pm,[/]
Friday,3 June 1966,8:40:12 am,
Saturday,2 July 1966,8:36:18 pm,
Monday,1 August 1966,10:05:12 am,
Wednesday,31 August 1966,1:13:36 am,[+]
Thursday,29 September 1966,5:47:18 pm,
Saturday,29 October 1966,11:00:00 am,[/]
Monday,28 November 1966,3:40:24 am,
Tuesday,27 December 1966,6:43:06 pm,
Thursday,26 January 1967,7:40:24 am,
Friday,24 February 1967,6:43:18 pm,
Sunday,26 March 1967,4:20:48 am,
Monday,24 April 1967,1:03:24 pm,[**]
Tuesday,23 May 1967,9:22:18 pm,
Thursday,22 June 1967,5:56:48 am,
Friday,21 July 1967,3:39:06 pm,
Sunday,20 August 1967,3:26:42 am,
Monday,18 September 1967,5:59:24 pm,
Wednesday,18 October 1967,11:10:48 am,[**]
Friday,17 November 1967,5:52:30 am,
Sunday,17 December 1967,12:21:18 am,
Monday,15 January 1968,5:11:12 pm,
Wednesday,14 February 1968,7:42:54 am,
Thursday,14 March 1968,7:52:18 pm,
Saturday,13 April 1968,5:51:42 am,[**]
Sunday,12 May 1968,2:04:48 pm,
Monday,10 June 1968,9:13:00 pm,
Wednesday,10 July 1968,4:17:36 am,
Thursday,8 August 1968,12:32:18 pm,
Friday,6 September 1968,11:07:12 pm,
Sunday,6 October 1968,12:46:06 pm,[**]
Tuesday,5 November 1968,5:24:36 am,
Thursday,5 December 1968,12:07:18 am,
Friday,3 January 1969,7:27:36 pm,
Sunday,2 February 1969,1:55:48 pm,
Tuesday,4 March 1969,6:17:00 am,
Wednesday,2 April 1969,7:44:54 pm,[/]
Friday,2 May 1969,6:13:24 am,
Saturday,31 May 1969,2:18:12 pm,[+]
Sunday,29 June 1969,9:03:42 pm,
Tuesday,29 July 1969,3:45:00 am,
Wednesday,27 August 1969,11:32:24 am,[/]
Thursday,25 September 1969,9:20:48 pm,[/]
Saturday,25 October 1969,9:44:12 am,
Monday,24 November 1969,12:53:42 am,
Tuesday,23 December 1969,6:34:54 pm,
Thursday,22 January 1970,1:55:18 pm,
Saturday,21 February 1970,9:18:42 am,[*]
Monday,23 March 1970,2:52:24 am,
Tuesday,21 April 1970,5:21:18 pm,
Thursday,21 May 1970,4:37:36 am,
Friday,19 June 1970,1:27:24 pm,
Saturday,18 July 1970,8:58:30 pm,
Monday,17 August 1970,4:15:18 am,[*]
Tuesday,15 September 1970,12:09:24 pm,
Wednesday,14 October 1970,9:21:12 pm,
Friday,13 November 1970,8:27:54 am,
Saturday,12 December 1970,10:03:18 pm,
Monday,11 January 1971,2:20:18 pm,
Wednesday,10 February 1971,8:41:24 am,[**]
Friday,12 March 1971,3:33:36 am,
Saturday,10 April 1971,9:10:00 pm,
Monday,10 May 1971,12:23:30 pm,
Wednesday,9 June 1971,1:03:36 am,
Thursday,8 July 1971,11:36:36 am,
Friday,6 August 1971,8:42:18 pm,[**]
Sunday,5 September 1971,5:02:24 am,
Monday,4 October 1971,1:19:30 pm,
Tuesday,2 November 1971,10:19:24 pm,
Thursday,2 December 1971,8:48:06 am,
Friday,31 December 1971,9:19:30 pm,[+]
Sunday,30 January 1972,11:58:12 am,[**]
Tuesday,29 February 1972,4:11:54 am,
Wednesday,29 March 1972,9:05:30 pm,
Friday,28 April 1972,1:44:30 pm,
Sunday,28 May 1972,5:27:36 am,
Monday,26 June 1972,7:46:12 pm,
Wednesday,26 July 1972,8:23:30 am,[*]
Thursday,24 August 1972,7:21:42 pm,
Saturday,23 September 1972,5:06:42 am,
Sunday,22 October 1972,2:25:00 pm,
Tuesday,21 November 1972,12:06:30 am,
Wednesday,20 December 1972,10:45:06 am,
Thursday,18 January 1973,10:28:24 pm,[/]
Saturday,17 February 1973,11:07:00 am,
Monday,19 March 1973,12:33:24 am,
Tuesday,17 April 1973,2:50:30 pm,
Thursday,17 May 1973,5:58:00 am,
Friday,15 June 1973,9:34:36 pm,[/]
Sunday,15 July 1973,12:55:54 pm,[/]
Tuesday,14 August 1973,3:16:30 am,
Wednesday,12 September 1973,4:16:18 pm,
Friday,12 October 1973,4:09:00 am,
Saturday,10 November 1973,3:26:42 pm,
Monday,10 December 1973,2:34:36 am,[*]
Tuesday,8 January 1974,1:36:18 pm,
Thursday,7 February 1974,12:24:12 am,
Friday,8 March 1974,11:02:54 am,
Saturday,6 April 1974,10:00:18 pm,
Monday,6 May 1974,9:54:30 am,
Tuesday,4 June 1974,11:09:36 pm,[*]
Thursday,4 July 1974,1:40:18 pm,
Saturday,3 August 1974,4:57:00 am,
Sunday,1 September 1974,8:24:48 pm,
Tuesday,1 October 1974,11:37:54 am,
Thursday,31 October 1974,2:19:00 am,
Friday,29 November 1974,4:10:06 pm,[**]
Sunday,29 December 1974,4:50:48 am,
Monday,27 January 1975,4:09:24 pm,
Wednesday,26 February 1975,2:14:30 am,
Thursday,27 March 1975,11:36:00 am,
Friday,25 April 1975,8:54:54 pm,
Sunday,25 May 1975,6:50:36 am,[**]
Monday,23 June 1975,5:54:12 pm,
Wednesday,23 July 1975,6:28:24 am,
Thursday,21 August 1975,8:47:36 pm,
Saturday,20 September 1975,12:50:24 pm,
Monday,20 October 1975,6:05:42 am,
Tuesday,18 November 1975,11:28:12 pm,[**]
Thursday,18 December 1975,3:39:30 pm,
Saturday,17 January 1976,5:46:54 am,
Sunday,15 February 1976,5:43:18 pm,
Tuesday,16 March 1976,3:52:42 am,
Wednesday,14 April 1976,12:48:42 pm,
Thursday,13 May 1976,9:04:00 pm,[*]
Saturday,12 June 1976,5:15:00 am,
Sunday,11 July 1976,2:08:54 pm,
Tuesday,10 August 1976,12:43:30 am,
Wednesday,8 September 1976,1:52:00 pm,
Friday,8 October 1976,5:55:24 am,
Sunday,7 November 1976,12:14:36 am,[/]
Monday,6 December 1976,7:14:30 pm,
Wednesday,5 January 1977,1:10:24 pm,
Friday,4 February 1977,4:56:12 am,
Saturday,5 March 1977,6:13:12 pm,
Monday,4 April 1977,5:08:54 am,[*]
Tuesday,3 May 1977,2:03:24 pm,
Wednesday,1 June 1977,9:30:54 pm,
Friday,1 July 1977,4:24:00 am,
Saturday,30 July 1977,11:52:12 am,[+]
Sunday,28 August 1977,9:10:00 pm,
Tuesday,27 September 1977,9:17:24 am,[/]
Thursday,27 October 1977,12:35:24 am,
Friday,25 November 1977,6:31:24 pm,
Sunday,25 December 1977,1:49:00 pm,
Tuesday,24 January 1978,8:55:30 am,
Thursday,23 February 1978,2:26:18 am,
Friday,24 March 1978,5:20:00 pm,[**]
Sunday,23 April 1978,5:11:00 am,
Monday,22 May 1978,2:16:42 pm,
Tuesday,20 June 1978,9:30:30 pm,
Thursday,20 July 1978,4:04:48 am,
Friday,18 August 1978,11:14:00 am,
Saturday,16 September 1978,8:01:06 pm,[**]
Monday,16 October 1978,7:09:30 am,
Tuesday,14 November 1978,9:00:06 pm,
Thursday,14 December 1978,1:30:36 pm,
Saturday,13 January 1979,8:08:36 am,
Monday,12 February 1979,3:39:24 am,
Tuesday,13 March 1979,10:14:18 pm,[*]
Thursday,12 April 1979,2:15:00 pm,
Saturday,12 May 1979,3:00:54 am,
Sunday,10 June 1979,12:55:18 pm,
Monday,9 July 1979,8:59:18 pm,
Wednesday,8 August 1979,4:21:06 am,
Thursday,6 September 1979,11:58:36 am,[**]
Friday,5 October 1979,8:35:18 pm,
Sunday,4 November 1979,6:47:06 am,
Monday,3 December 1979,7:07:42 pm,
Wednesday,2 January 1980,10:02:06 am,
Friday,1 February 1980,3:21:12 am,
Saturday,1 March 1980,9:59:42 pm,[/]
Monday,31 March 1980,4:13:54 pm,[+]
Wednesday,30 April 1980,9:35:18 am,
Thursday,29 May 1980,11:27:36 pm,
Saturday,28 June 1980,11:02:06 am,
Sunday,27 July 1980,8:53:36 pm,[/]
Tuesday,26 August 1980,5:42:12 am,[/]
Wednesday,24 September 1980,2:07:42 pm,
Thursday,23 October 1980,9:51:54 pm,
Saturday,22 November 1980,7:38:54 am,
Sunday,21 December 1980,7:08:00 pm,
Tuesday,20 January 1981,8:39:00 am,[/]
Wednesday,18 February 1981,11:58:12 pm,
Friday,20 March 1981,4:22:30 pm,
Sunday,19 April 1981,9:58:54 am,
Tuesday,19 May 1981,2:03:36 am,
Wednesday,17 June 1981,5:04:30 pm,
Friday,17 July 1981,6:38:48 am,[*]
Saturday,15 August 1981,6:36:36 pm,
Monday,14 September 1981,5:08:42 am,
Tuesday,13 October 1981,1:49:24 pm,
Wednesday,11 November 1981,11:26:30 pm,
Friday,11 December 1981,9:41:24 am,
Saturday,9 January 1982,8:52:48 pm,[**]
Monday,8 February 1982,8:57:06 am,
Tuesday,9 March 1982,9:45:06 pm,
Thursday,8 April 1982,12:18:18 pm,
Saturday,8 May 1982,2:44:42 am,
Sunday,6 June 1982,5:59:24 pm,
Tuesday,6 July 1982,9:31:36 am,[**]
Thursday,5 August 1982,12:33:48 am,
Friday,3 September 1982,2:28:12 pm,
Sunday,3 October 1982,2:08:30 am,
Monday,1 November 1982,1:56:42 pm,
Wednesday,1 December 1982,1:20:42 am,
Thursday,30 December 1982,12:32:36 pm,[**][+]
Friday,28 January 1983,11:26:18 pm,
Sunday,27 February 1983,9:58:06 am,
Monday,28 March 1983,9:26:42 pm,
Wednesday,27 April 1983,8:30:42 am,
Thursday,26 May 1983,8:47:42 pm,
Saturday,25 June 1983,10:31:48 am,[*]
Monday,25 July 1983,1:26:54 am,
Tuesday,23 August 1983,4:59:18 pm,
Thursday,22 September 1983,8:36:12 am,
Friday,21 October 1983,10:53:18 pm,
Sunday,20 November 1983,1:29:24 pm,
Tuesday,20 December 1983,3:00:18 am,[/]
Wednesday,18 January 1984,3:05:12 pm,
Friday,17 February 1984,1:41:06 am,
Saturday,17 March 1984,11:09:42 am,
Sunday,15 April 1984,9:10:48 pm,
Tuesday,15 May 1984,6:28:36 am,[/]
Wednesday,13 June 1984,4:41:48 pm,[/]
Friday,13 July 1984,4:19:42 am,
Saturday,11 August 1984,5:43:12 pm,
Monday,10 September 1984,9:01:00 am,
Wednesday,10 October 1984,12:58:06 am,
Thursday,8 November 1984,6:42:36 pm,[/]
Saturday,8 December 1984,11:53:24 am,
Monday,7 January 1985,3:16:06 am,
Tuesday,5 February 1985,4:18:48 pm,
Thursday,7 March 1985,3:13:06 am,
Friday,5 April 1985,1:32:24 pm,
Saturday,4 May 1985,9:52:48 pm,[**]
Monday,3 June 1985,5:50:24 am,
Tuesday,2 July 1985,2:08:18 pm,
Wednesday,31 July 1985,11:40:54 pm,[+]
Friday,30 August 1985,11:27:12 am,
Sunday,29 September 1985,2:08:30 am,
Monday,28 October 1985,6:37:30 pm,[**]
Wednesday,27 November 1985,1:41:42 pm,
Friday,27 December 1985,8:30:18 am,
Sunday,26 January 1986,1:31:00 am,
Monday,24 February 1986,4:02:12 pm,
Wednesday,26 March 1986,4:01:48 am,
Thursday,24 April 1986,2:46:24 pm,[**]
Friday,23 May 1986,10:44:42 pm,
Sunday,22 June 1986,5:41:48 am,
Monday,21 July 1986,12:40:12 pm,
Tuesday,19 August 1986,8:54:12 pm,
Thursday,18 September 1986,7:33:42 am,
Friday,17 October 1986,8:21:36 pm,[**]
Sunday,16 November 1986,1:11:36 pm,
Tuesday,16 December 1986,8:04:24 am,
Thursday,15 January 1987,3:30:24 am,
Friday,13 February 1987,9:57:54 pm,
Sunday,15 March 1987,2:12:42 pm,
Tuesday,14 April 1987,4:31:00 am,[/]
Wednesday,13 May 1987,2:50:12 pm,
Thursday,11 June 1987,10:48:48 pm,
Saturday,11 July 1987,5:32:36 am,
Sunday,9 August 1987,12:17:18 pm,
Monday,7 September 1987,8:12:54 pm,
Wednesday,7 October 1987,5:12:18 am,[/]
Thursday,5 November 1987,5:45:54 pm,
Saturday,5 December 1987,9:01:00 am,
Monday,4 January 1988,2:40:24 am,
Tuesday,2 February 1988,9:51:30 pm,
Thursday,3 March 1988,5:01:06 pm,[/]
Saturday,2 April 1988,11:21:18 am,
Monday,2 May 1988,1:40:48 am,
Tuesday,31 May 1988,12:53:30 pm,[+]
Wednesday,29 June 1988,9:45:48 pm,
Friday,29 July 1988,5:25:12 am,
Saturday,27 August 1988,12:55:48 pm,[*]
Sunday,25 September 1988,8:07:06 pm,
Tuesday,25 October 1988,5:35:30 am,
Wednesday,23 November 1988,4:53:06 pm,
Friday,23 December 1988,6:28:54 am,
Saturday,21 January 1989,10:33:30 pm,
Monday,20 February 1989,4:31:54 pm,[**]
Wednesday,22 March 1989,10:57:54 am,
Friday,21 April 1989,5:13:18 am,
Saturday,20 May 1989,8:16:18 pm,
Monday,19 June 1989,8:57:18 am,
Tuesday,18 July 1989,7:41:36 pm,
Thursday,17 August 1989,5:06:36 am,[**]
Friday,15 September 1989,1:50:36 pm,
Saturday,14 October 1989,9:31:54 pm,
Monday,13 November 1989,6:51:24 am,
Tuesday,12 December 1989,5:29:54 pm,
Thursday,11 January 1990,5:56:48 am,
Friday,9 February 1990,8:15:42 pm,[**]
Sunday,11 March 1990,11:58:30 am,
Tuesday,10 April 1990,5:18:30 am,
Wednesday,9 May 1990,9:30:48 pm,
Friday,8 June 1990,1:01:06 pm,
Sunday,8 July 1990,3:23:30 am,
Monday,6 August 1990,4:19:24 pm,[*]
Wednesday,5 September 1990,3:45:36 am,
Thursday,4 October 1990,1:01:48 pm,
Friday,2 November 1990,10:48:18 pm,
Sunday,2 December 1990,8:49:42 am,
Monday,31 December 1990,7:35:12 pm,[+]
Wednesday,30 January 1991,7:09:42 am,[/]
Thursday,28 February 1991,7:24:36 pm,
Saturday,30 March 1991,8:17:24 am,
Sunday,28 April 1991,10:58:30 pm,
Tuesday,28 May 1991,1:36:36 pm,
Thursday,27 June 1991,4:58:24 am,[/]
Friday,26 July 1991,8:24:24 pm,[/]
Sunday,25 August 1991,11:07:12 am,
Wednesday,25 September 1991,12:40:00 am,
Wednesday,23 October 1991,12:08:12 pm,
Thursday,21 November 1991,11:56:18 pm,
Saturday,21 December 1991,11:23:12 am,[*]
Sunday,19 January 1992,10:28:30 pm,
Tuesday,18 February 1992,9:04:06 am,
Wednesday,18 March 1992,7:17:48 pm,
Friday,17 April 1992,6:42:30 am,
Saturday,16 May 1992,6:02:36 pm,
Monday,15 June 1992,6:49:42 am,[*]
Tuesday,14 July 1992,9:06:18 pm,
Thursday,13 August 1992,12:27:12 pm,
Saturday,12 September 1992,4:16:36 am,
Sunday,11 October 1992,7:03:00 pm,
Tuesday,10 November 1992,10:20:06 am,
Thursday,10 December 1992,12:40:42 am,[**]
Friday,8 January 1993,1:37:12 pm,
Sunday,7 February 1993,12:55:24 am,
Monday,8 March 1993,10:45:54 am,
Tuesday,6 April 1993,8:43:18 pm,
Thursday,6 May 1993,5:33:42 am,
Friday,4 June 1993,3:02:12 pm,[**]
Sunday,4 July 1993,1:45:06 am,
Monday,2 August 1993,2:09:36 pm,
Wednesday,1 September 1993,4:32:54 am,
Thursday,30 September 1993,7:53:48 pm,[+]
Saturday,30 October 1993,1:37:36 pm,
Monday,29 November 1993,7:30:48 am,[**]
Wednesday,29 December 1993,12:05:24 am,
Thursday,27 January 1994,2:22:48 pm,
Saturday,26 February 1994,2:15:00 am,
Sunday,27 March 1994,1:09:30 pm,
Monday,25 April 1994,9:45:00 pm,
Wednesday,25 May 1994,5:39:24 am,[*]
Thursday,23 June 1994,1:33:06 pm,
Friday,22 July 1994,10:15:54 pm,
Sunday,21 August 1994,8:46:54 am,
Monday,19 September 1994,10:00:30 pm,
Wednesday,19 October 1994,1:17:48 pm,
Friday,18 November 1994,7:57:00 am,[/]
Sunday,18 December 1994,3:17:06 am,
Monday,16 January 1995,9:26:18 pm,
Wednesday,15 February 1995,1:15:24 pm,
Friday,17 March 1995,2:25:36 am,
Saturday,15 April 1995,2:08:12 pm,[*]
Sunday,14 May 1995,10:48:06 pm,
Tuesday,13 June 1995,6:03:30 am,
Wednesday,12 July 1995,12:49:18 pm,
Thursday,10 August 1995,8:15:30 pm,
Saturday,9 September 1995,5:36:36 am,
Sunday,8 October 1995,4:51:48 pm,[/]
Tuesday,7 November 1995,8:20:30 am,
Thursday,7 December 1995,2:26:54 am,
Friday,5 January 1996,9:50:54 pm,
Sunday,4 February 1996,4:57:36 pm,
Tuesday,5 March 1996,10:22:42 am,
Thursday,4 April 1996,2:06:54 am,[**]
Friday,3 May 1996,1:48:12 pm,
Saturday,1 June 1996,10:46:54 pm,
Monday,1 July 1996,5:58:06 am,
Tuesday,30 July 1996,12:35:12 pm,[+]
Wednesday,28 August 1996,7:52:12 pm,
Friday,27 September 1996,4:50:48 am,[**]
Saturday,26 October 1996,4:11:12 pm,
Monday,25 November 1996,5:09:54 am,
Tuesday,24 December 1996,9:41:00 pm,
Thursday,23 January 1997,4:10:42 pm,
Saturday,22 February 1997,11:26:42 am,
Monday,24 March 1997,5:45:12 am,[*]
Tuesday,22 April 1997,10:33:30 pm,
Thursday,22 May 1997,11:13:24 am,
Friday,20 June 1997,9:08:48 pm,
Sunday,20 July 1997,5:20:18 am,
Monday,18 August 1997,12:55:24 pm,
Tuesday,16 September 1997,8:50:30 pm,[**]
Thursday,16 October 1997,5:45:42 am,
Friday,14 November 1997,3:11:36 pm,
Sunday,14 December 1997,3:37:06 am,
Monday,12 January 1998,6:23:42 pm,
Wednesday,11 February 1998,11:22:36 am,
Friday,13 March 1998,5:34:12 am,[/]
Sunday,12 April 1998,12:23:30 am,
Monday,11 May 1998,4:29:24 pm,
Wednesday,10 June 1998,6:18:18 am,
Thursday,9 July 1998,6:00:54 pm,
Saturday,8 August 1998,4:09:36 am,[/]
Sunday,6 September 1998,1:21:24 pm,[/]
Monday,5 October 1998,10:11:54 pm,
Wednesday,4 November 1998,6:18:12 am,
Thursday,3 December 1998,4:19:12 pm,
Saturday,2 January 1999,3:49:30 am,
Sunday,31 January 1999,5:06:30 pm,[/]
Tuesday,2 March 1999,7:58:30 am,
Thursday,1 April 1999,12:48:54 am,
Friday,30 April 1999,4:54:36 pm,[+]
Sunday,30 May 1999,8:39:54 am,
Monday,28 June 1999,11:37:30 pm,
Wednesday,28 July 1999,1:24:48 pm,[*]
Friday,27 August 1999,1:47:48 am,
Saturday,25 September 1999,12:51:06 pm,
Sunday,24 October 1999,11:02:24 pm,
Tuesday,23 November 1999,8:03:42 am,
Wednesday,22 December 1999,6:31:18 pm,
Friday,21 January 2000,5:40:24 am,[**]
Saturday,19 February 2000,5:26:42 pm,
Monday,20 March 2000,5:44:24 am,
Tuesday,18 April 2000,7:41:30 pm,
Thursday,18 May 2000,9:34:24 am,
Saturday,17 June 2000,12:27:00 am,
Sunday,16 July 2000,3:55:12 pm,[**]
Tuesday,15 August 2000,7:12:36 am,
Wednesday,13 September 2000,9:36:48 pm,
Friday,13 October 2000,10:53:00 am,
Saturday,11 November 2000,10:14:36 pm,
Monday,11 December 2000,10:02:48 am,
Tuesday,9 January 2001,9:24:24 pm,[**]
Thursday,8 February 2001,8:11:42 am,
Friday,9 March 2001,6:23:06 pm,
Sunday,8 April 2001,5:21:54 am,
Monday,7 May 2001,3:52:30 pm,
Wednesday,6 June 2001,3:39:18 am,
Thursday,5 July 2001,5:03:48 pm,[*]
Saturday,4 August 2001,7:55:42 am,
Sunday,2 September 2001,11:43:00 pm,
Tuesday,2 October 2001,3:48:48 pm,
Thursday,1 November 2001,6:41:00 am,
Friday,30 November 2001,9:49:00 pm,[+]
Sunday,30 December 2001,11:40:30 am,[/]
Monday,28 January 2002,11:50:30 pm,
